FILIAL,PEDIDO,TIPO DE VENDA,EMISSAO,FATURA,FAMÍLIA,PRODUTO,QTDE,PREÇO,PRAZO,FRETE;;;;;;;;;;;;;;476.847.531;253.443.870;223.403.661
"PR,971575,Venda Estoque,2/29/2016,2/29/2016,PEAD,8262B,""3,000"",6.7614,28/35/42 DIAS LIQ,CIF";;;;;;;;;;;;;;;;
"SP,964139,Venda Estoque,2/19/2016,2/29/2016,PEAD,8262B,""11,000"",6.1458,7 DIAS LIQUIDOS,CIF";;;;;;;;;;;;;;;;
SP,971527,Venda Estoque,2/29/2016,2/29/2016,PEAD,8262B,50,7.5,28 DIAS LIQUIDOS,CIF;;;;;;;;;;;;;;;;
PR,971701,Venda Estoque,2/29/2016,2/29/2016,PEAD,DGDC2100 NT7,800,7.0795,28/35 DIAS LIQUID,FOB;;;;;;;;;;;;;;;;
"SP,971128,Venda Estoque,2/26/2016,2/29/2016,PEAD,DGDC2100 NT7,""4,125"",6.31,30/35/40/45 DIAS,FOB";;;;;;;;;;;;;;;;
"PR,970898,Venda Estoque,2/12/2016,2/29/2016,PEAD,DGDC2100 NT7,""13,750"",6.3958,21/28/35/42 DIAS,CIF";;;;;;;;;;;;;;;;
"PR,969567,Venda Triangular,1/12/2016,2/29/2016,PEAD,DGDC2100 NT7,""24,750"",6.46,28/35/42 DIAS LIQ,CIF";;;;;;;;;;;;;;;;
"PR,971673,Venda Estoque,2/29/2016,2/29/2016,PEAD,DGDP6097 NT7,""11,000"",6.4853,21/28/35/42 DIAS,FOB";;;;;;;;;;;;;;;;
PR,971333,Venda Estoque,2/29/2016,2/29/2016,PEAD,DMDA6200,500,6.9886,35 DIAS LIQUIDOS,CIF;;;;;;;;;;;;;;;;
"SP,964496,Venda Estoque,2/22/2016,2/29/2016,PEAD,DMDA6200,""13,750"",6.3229,28/35/42 DIAS LIQ,CIF";;;;;;;;;;;;;;;;
SP,970719,Venda Estoque,2/25/2016,2/29/2016,PEAD,DMDA6200,400,7.622,35 DIAS LIQUIDOS,CIF;;;;;;;;;;;;;;;;
"PR,961996,Venda Estoque,2/12/2016,2/29/2016,PEAD,DMDD6620 NT7,""24,750"",6.1979,14 DIAS LIQUIDOS,CIF";;;;;;;;;;;;;;;;
"SP,970407,Venda Estoque,2/25/2016,2/29/2016,PEAD,IP10262,""12,350"",6.8229,21/28/35/42 DIAS,FOB";;;;;;;;;;;;;;;;
"PR,971329,Venda Estoque,2/29/2016,2/29/2016,PEAD,IP10262,""1,375"",7.23,28/35/42 DIAS LIQ,CIF";;;;;;;;;;;;;;;;
"SP,971468,Venda Estoque,2/29/2016,2/29/2016,PEAD,NG7000,""4,500"",6.3021,31/38/45 DIAS LIQ,CIF";;;;;;;;;;;;;;;;
"SP,971438,Venda Estoque,2/29/2016,2/29/2016,PEAD,NG7000,""1,500"",6.3021,29/36/43 DIAS LIQ,CIF";;;;;;;;;;;;;;;;
"SP,971720,Venda Estoque,2/29/2016,2/29/2016,PEAD,NG7000,""4,125"",6.3021,28/35/42 DIAS LIQ,CIF";;;;;;;;;;;;;;;;
"SP,971455,Venda Estoque,2/29/2016,2/29/2016,PEAD,NG7000,""1,500"",6.3021,30/37/44 DIAS LIQ,CIF";;;;;;;;;;;;;;;;
"PR,964124,Venda Estoque,2/19/2016,2/29/2016,PEAD,NG7000,""11,000"",6.3854,21/28/35/42 DIAS,CIF";;;;;;;;;;;;;;;;
"PR,971335,Venda Triangular,2/29/2016,2/29/2016,PEAD,NG7000,""3,000"",6.5104,21/28/35/42 DIAS,CIF";;;;;;;;;;;;;;;;
"SC,962231,Venda Estoque,2/12/2016,2/29/2016,PEBD,132G,""13,750"",6.7708,35 DIAS LIQUIDOS,CIF";;;;;;;;;;;;;;;;
"SC,964595,Venda Estoque,2/22/2016,2/29/2016,PEBD,132G,""13,750"",6.7708,28/35/42 DIAS LIQ,CIF";;;;;;;;;;;;;;;;
"SP,971720,Venda Estoque,2/29/2016,2/29/2016,PEBD,132I,""1,375"",6.7708,28/35/42 DIAS LIQ,CIF";;;;;;;;;;;;;;;;
PR,971330,Venda Estoque,2/29/2016,2/29/2016,PEBD,132I,200,7.7273,35 DIAS LIQUIDOS,FOB;;;;;;;;;;;;;;;;
"SP,971720,Venda Estoque,2/29/2016,2/29/2016,PEBD,586A,""2,750"",6.7708,28/35/42 DIAS LIQ,CIF";;;;;;;;;;;;;;;;
PR,971693,Venda Estoque,2/29/2016,2/29/2016,PEBD,955I,125,7.59,A VISTA,FOB;;;;;;;;;;;;;;;;
SP,971527,Venda Estoque,2/29/2016,2/29/2016,PEBD,955I,100,8.35,28 DIAS LIQUIDOS,CIF;;;;;;;;;;;;;;;;
"SP,971425,Venda Estoque,2/29/2016,2/29/2016,PEBD,EB85372,""16,500"",7.2159,28/35/42 DIAS LIQ,FOB";;;;;;;;;;;;;;;;
"SP,971720,Venda Estoque,2/29/2016,2/29/2016,PELBD,1613.11,""4,125"",6.3021,28/35/42 DIAS LIQ,CIF";;;;;;;;;;;;;;;;
"SP,971128,Venda Estoque,2/26/2016,2/29/2016,PELBD,1613.11,""1,375"",6.42,30/35/40/45 DIAS,FOB";;;;;;;;;;;;;;;;
"PR,964124,Venda Estoque,2/19/2016,2/29/2016,PELBD,1613.11,""2,750"",6.3854,21/28/35/42 DIAS,CIF";;;;;;;;;;;;;;;;
SP,970719,Venda Estoque,2/25/2016,2/29/2016,PELBD,DFDA-7059 NT,200,7.7439,35 DIAS LIQUIDOS,CIF;;;;;;;;;;;;;;;;
"SP,957546,Venda Estoque,2/2/2016,2/29/2016,PELBD,DFDC-7080 NT,""4,125"",6.4063,21/28/35/42 DIAS,FOB";;;;;;;;;;;;;;;;
SP,970006,Venda Estoque,2/24/2016,2/29/2016,PELBD,IP-20,500,7.43,28/35/42 DIAS LIQ,FOB;;;;;;;;;;;;;;;;
"PR,962170,Venda Estoque,2/15/2016,2/29/2016,PELBD,MISTURA DE P,""3,125"",6.7614,28/35/42 DIAS LIQ,CIF";;;;;;;;;;;;;;;;
"PR,971672,Venda Estoque,2/29/2016,2/29/2016,PELBD,MISTURA DE P,""13,750"",5.9375,24/31/38/45 DIAS,CIF";;;;;;;;;;;;;;;;
"PR,961661,Venda Estoque,2/12/2016,2/29/2016,PELBD,MISTURA DE P,""13,750"",6.0417,21/28/35/42 DIAS,CIF";;;;;;;;;;;;;;;;
"SP,964139,Venda Estoque,2/19/2016,2/29/2016,PELBD,MISTURA DE P,""2,750"",6.1458,7 DIAS LIQUIDOS,CIF";;;;;;;;;;;;;;;;
"PR,969563,Venda Triangular,1/12/2016,2/29/2016,PELBD,XUS61511.01,""24,750"",6.62,28/35/42 DIAS LIQ,CIF";;;;;;;;;;;;;;;;
"SP,971446,Venda Estoque,2/29/2016,2/29/2016,PET,PET PQS MW,""6,250"",6.52,A VISTA,CIF";;;;;;;;;;;;;;;;
"SP,971431,Venda Estoque,2/29/2016,2/29/2016,PET,PET PQS MW,""3,750"",6.64,28/35/42 DIAS LIQ,CIF";;;;;;;;;;;;;;;;
"SP,970171,Venda Estoque,2/24/2016,2/29/2016,PET,PET PQS MW,""2,500"",6.6463,21/28/35/42 DIAS,CIF";;;;;;;;;;;;;;;;
PR,971341,Venda Estoque,2/29/2016,2/29/2016,PP HOMO,DEX0073,200,8.1818,A VISTA,FOB;;;;;;;;;;;;;;;;
"PR,959352,Venda Estoque,2/5/2016,2/29/2016,PS A/I,U8878,""1,375"",6.93,28/35/42 DIAS LIQ,CIF";;;;;;;;;;;;;;;;
RS,961572,Venda Estoque,2/12/2016,2/29/2016,PS A/I,U8878,300,6.93,28/35/42 DIAS LIQ,FOB;;;;;;;;;;;;;;;;
"SC,971622,Venda Estoque,2/29/2016,2/29/2016,WC,CS K3364 NT,""12,700"",8.125,28 DIAS LIQUIDOS,CIF";;;;;;;;;;;;;;;;
"SP,970731,Venda Estoque,2/25/2016,2/29/2016,WC,FO6318 BK,""5,080"",8.98,28/35/42 DIAS LIQ,CIF";;;;;;;;;;;;;;;;
SP,971974,Venda Estoque,2/29/2016,3/1/2016,PELBD,2045G,700,8.0488,28/35/42 DIAS LIQ,CIF;;;;;;;;;;;;;;;;
"RS,972195,Venda Estoque,3/1/2016,3/1/2016,PELBD,2045G,""1,375"",8.1585,28/35/42 DIAS LIQ,FOB";;;;;;;;;;;;;;;;
"SP,969858,Venda Estoque,2/24/2016,3/1/2016,PELBD,5401G,""5,500"",6.0938,28/35/42 DIAS LIQ,CIF";;;;;;;;;;;;;;;;
PR,971606,Venda Estoque,2/29/2016,3/1/2016,ETP,A216 V30 NAT,25,18.1800,28 DIAS LIQUIDOS,FOB;;;;;;;;;;;;;;;;
SP,972624,Venda Estoque,3/1/2016,3/1/2016,ETP,A216 V30 NAT,500,19.3500,28/35/42 DIAS LIQ,FOB;;;;;;;;;;;;;;;;
RS,972189,Venda Estoque,3/1/2016,3/1/2016,ETP,C216 V30 NAT,50,15.0488,28/35/42 DIAS LIQ,CIF;;;;;;;;;;;;;;;;
SP,972188,Venda Estoque,3/1/2016,3/1/2016,ETP,CEL GC25A,25,20.6000,A VISTA,FOB;;;;;;;;;;;;;;;;
"SP,972032,Venda Estoque,2/29/2016,3/1/2016,ETP,DS1910HF NAT,""1,500"",24.9200,28/35/42 DIAS LIQ,FOB";;;;;;;;;;;;;;;;
SP,970692,Venda Estoque,2/25/2016,3/1/2016,ETP,EB062,875,17.5000,21/28/35/42 DIAS,FOB;;;;;;;;;;;;;;;;
"PR,972746,Venda Estoque,3/1/2016,3/1/2016,ETP,GP35 NR,""2,750"",8.9500,7 DIAS LIQUIDOS,FOB";;;;;;;;;;;;;;;;
"PR,972263,Venda Estoque,3/1/2016,3/1/2016,ETP,GP35 NR,""1,375"",8.8000,28/35/42 DIAS LIQ,CIF";;;;;;;;;;;;;;;;
SP,972638,Venda Estoque,3/1/2016,3/1/2016,ETP,GP35 NR,500,9.9634,28/35 DIAS LIQUID,CIF;;;;;;;;;;;;;;;;
SP,972745,Venda Estoque,3/1/2016,3/1/2016,ETP,GP35 NR,100,10.1000,28 DIAS LIQUIDOS,CIF;;;;;;;;;;;;;;;;
"PR,971829,Venda Estoque,2/29/2016,3/1/2016,ETP,HI10 NR,""1,575"",8.8900,A VISTA,FOB";;;;;;;;;;;;;;;;
"PR,972218,Venda Estoque,3/1/2016,3/1/2016,ETP,K222D,""1,200"",12.4600,28/35/42 DIAS LIQ,CIF";;;;;;;;;;;;;;;;
PR,972711,Venda Estoque,3/1/2016,3/1/2016,ETP,KP20 NAT,50,8.9900,28 DIAS LIQUIDOS,FOB;;;;;;;;;;;;;;;;
PR,972263,Venda Estoque,3/1/2016,3/1/2016,ETP,KP20 NAT,50,8.9659,28/35/42 DIAS LIQ,CIF;;;;;;;;;;;;;;;;
"SP,971974,Venda Estoque,2/29/2016,3/1/2016,ETP,KP20 NAT,""1,000"",9.8537,28/35/42 DIAS LIQ,CIF";;;;;;;;;;;;;;;;
"RS,972189,Venda Estoque,3/1/2016,3/1/2016,ETP,KP20 NAT,""1,500"",9.6829,28/35/42 DIAS LIQ,CIF";;;;;;;;;;;;;;;;
RS,972194,Venda Estoque,3/1/2016,3/1/2016,ETP,KP20 NAT,50,9.4512,A VISTA,FOB;;;;;;;;;;;;;;;;
SP,972579,Venda Estoque,3/1/2016,3/1/2016,ETP,KP20 NAT,200,9.7600,28 DIAS LIQUIDOS,CIF;;;;;;;;;;;;;;;;
SP,972264,Venda Estoque,3/1/2016,3/1/2016,ETP,KP20 NAT,500,9.3800,A VISTA,FOB;;;;;;;;;;;;;;;;
SP,972692,Venda Estoque,3/1/2016,3/1/2016,ETP,PC122U,100,18.4700,28/35/42 DIAS LIQ,CIF;;;;;;;;;;;;;;;;
PR,971606,Venda Estoque,2/29/2016,3/1/2016,ETP,STAR A205F N,50,17.9900,28 DIAS LIQUIDOS,FOB;;;;;;;;;;;;;;;;
RS,972189,Venda Estoque,3/1/2016,3/1/2016,ETP,STAR A205F N,500,18.8537,28/35/42 DIAS LIQ,CIF;;;;;;;;;;;;;;;;
SP,970679,Venda Estoque,2/25/2016,3/1/2016,ETP,STAR A205F N,100,19.4400,A VISTA,CIF;;;;;;;;;;;;;;;;
"PR,972201,Venda Estoque,3/1/2016,3/1/2016,PEAD,35057L,""4,000"",6.9318,A VISTA,CIF";;;;;;;;;;;;;;;;
PR,972209,Venda Estoque,3/1/2016,3/1/2016,PEAD,35057L,575,7.2159,A VISTA,FOB;;;;;;;;;;;;;;;;
PR,972486,Venda Estoque,3/1/2016,3/1/2016,PEAD,35057L,600,7.2159,A VISTA,CIF;;;;;;;;;;;;;;;;
PR,972751,Venda Estoque,3/1/2016,3/1/2016,PEAD,35057L,200,7.0875,28 DIAS LIQUIDOS,FOB;;;;;;;;;;;;;;;;
PR,972752,Venda Estoque,3/1/2016,3/1/2016,PEAD,35057L,200,7.0875,28 DIAS LIQUIDOS,FOB;;;;;;;;;;;;;;;;
"PR,957092,Venda Estoque,2/1/2016,3/1/2016,PEAD,35057L,""1,500"",6.7710,A VISTA,FOB";;;;;;;;;;;;;;;;
"PR,969581,Venda Estoque,2/23/2016,3/1/2016,PEAD,35057L,""1,500"",6.8200,A VISTA,FOB";;;;;;;;;;;;;;;;
SP,964053,Venda Estoque,2/18/2016,3/1/2016,PEAD,5962B,900,6.7900,A VISTA,CIF;;;;;;;;;;;;;;;;
"PR,972778,Venda Estoque,3/1/2016,3/1/2016,PEAD,8262B,""1,500"",6.7710,A VISTA,CIF";;;;;;;;;;;;;;;;
PR,972258,Venda Estoque,3/1/2016,3/1/2016,PEAD,DMDA6200,800,6.9886,28/35 DIAS LIQUID,FOB;;;;;;;;;;;;;;;;
PR,972266,Venda Estoque,3/1/2016,3/1/2016,PEAD,DMDA6200,500,6.9886,38 DIAS LIQUIDOS,CIF;;;;;;;;;;;;;;;;
"SP,971728,Venda Estoque,2/29/2016,3/1/2016,PEAD,DMDD6620 NT7,""13,750"",7.3780,28/35/42 DIAS LIQ,CIF";;;;;;;;;;;;;;;;
"SP,972753,Venda Estoque,3/1/2016,3/1/2016,PEAD,HA7260,""4,000"",7.2386,14/21/28/35 DIAS,FOB";;;;;;;;;;;;;;;;
"PR,972217,Venda Estoque,3/1/2016,3/1/2016,PEAD,IP10262,""1,375"",7.3300,28/35/42 DIAS LIQ,CIF";;;;;;;;;;;;;;;;
"SC,972670,Venda Estoque,3/1/2016,3/1/2016,PEAD,NG7000,""6,875"",6.4583,24/31/38/45 DIAS,CIF";;;;;;;;;;;;;;;;
"PR,971760,Venda Estoque,2/29/2016,3/1/2016,PEAD,NG7000,""24,750"",6.8864,21/28/35/42 DIAS,CIF";;;;;;;;;;;;;;;;
"SP,972019,Venda Estoque,2/29/2016,3/1/2016,PEAD,NG7000,""5,500"",6.3542,28/35/42 DIAS LIQ,FOB";;;;;;;;;;;;;;;;
SP,972267,Venda Estoque,3/1/2016,3/1/2016,PEAD,NG7000,500,6.3542,35 DIAS LIQUIDOS,FOB;;;;;;;;;;;;;;;;
"SC,972652,Venda Estoque,3/1/2016,3/1/2016,PEBD,132G,""6,875"",6.8750,21/28/35/42 DIAS,CIF";;;;;;;;;;;;;;;;
"PR,970145,Venda Estoque,2/24/2016,3/1/2016,PEBD,132G,""5,500"",7.4432,14/21/28 DIAS LIQ,FOB";;;;;;;;;;;;;;;;
"SP,969858,Venda Estoque,2/24/2016,3/1/2016,PEBD,132G,""2,750"",6.9792,28/35/42 DIAS LIQ,CIF";;;;;;;;;;;;;;;;
"PR,972302,Venda Estoque,3/1/2016,3/1/2016,PEBD,352E,""1,375"",6.8370,A VISTA,CIF";;;;;;;;;;;;;;;;
"SP,969858,Venda Estoque,2/24/2016,3/1/2016,PEBD,586A,""1,375"",6.9792,28/35/42 DIAS LIQ,CIF";;;;;;;;;;;;;;;;
PR,972486,Venda Estoque,3/1/2016,3/1/2016,PEBD,955I,100,7.6700,A VISTA,CIF;;;;;;;;;;;;;;;;
"SP,972365,Venda Estoque,3/1/2016,3/1/2016,PEBD,EB85372,""2,750"",7.9440,A VISTA,CIF";;;;;;;;;;;;;;;;
SP,972298,Venda Estoque,3/1/2016,3/1/2016,PELBD,1613.11,500,7.7500,28 DIAS LIQUIDOS,CIF;;;;;;;;;;;;;;;;
"PR,971982,Venda Estoque,2/29/2016,3/1/2016,PELBD,2685G,""2,750"",6.7614,28 DIAS LIQUIDOS,FOB";;;;;;;;;;;;;;;;
"PR,971985,Venda Estoque,2/29/2016,3/1/2016,PELBD,2685G,""5,500"",6.7614,35 DIAS LIQUIDOS,FOB";;;;;;;;;;;;;;;;
"PR,971992,Venda Estoque,2/29/2016,3/1/2016,PELBD,2685G,""5,500"",6.7614,42 DIAS LIQUIDOS,FOB";;;;;;;;;;;;;;;;
"SP,972683,Venda Estoque,3/1/2016,3/1/2016,PELBD,DFDA-7059 NT,""4,125"",7.6665,28/35/42 DIAS LIQ,CIF";;;;;;;;;;;;;;;;
"SP,972019,Venda Estoque,2/29/2016,3/1/2016,PELBD,DFDC-7080 NT,""1,750"",6.4063,28/35/42 DIAS LIQ,FOB";;;;;;;;;;;;;;;;
"SP,969858,Venda Estoque,2/24/2016,3/1/2016,PELBD,DFDC-7080 NT,""4,125"",6.5625,28/35/42 DIAS LIQ,CIF";;;;;;;;;;;;;;;;
SP,972753,Venda Estoque,3/1/2016,3/1/2016,PELBD,IP-20,500,7.4167,14/21/28/35 DIAS,FOB;;;;;;;;;;;;;;;;
"PR,972221,Venda Estoque,3/1/2016,3/1/2016,PELBD,MISTURA DE P,""13,750"",6.3864,21/28/35/42/49 DI,CIF";;;;;;;;;;;;;;;;
"SP,972637,Venda Estoque,3/1/2016,3/1/2016,PET,PET PQS MW,""1,250"",6.7073,28/35 DIAS LIQUID,CIF";;;;;;;;;;;;;;;;
"SP,972591,Venda Estoque,3/1/2016,3/1/2016,PET,PET PQS MW,""1,250"",6.6463,21/28/35/42 DIAS,CIF";;;;;;;;;;;;;;;;
PR,972486,Venda Estoque,3/1/2016,3/1/2016,PP HOMO,DEX0073,550,8.1818,A VISTA,CIF;;;;;;;;;;;;;;;;
PR,972197,Venda Estoque,3/1/2016,3/1/2016,PS CRISTAL,U249,300,6.7045,35 DIAS LIQUIDOS,FOB;;;;;;;;;;;;;;;;
"PR,972199,Venda Estoque,3/1/2016,3/1/2016,PS CRISTAL,U249,""1,375"",6.7045,30/37/44 DIAS LIQ,CIF";;;;;;;;;;;;;;;;
SP,972204,Venda Estoque,3/1/2016,3/1/2016,WC,CS K3364 NT,635,9.5122,28/35/42 DIAS LIQ,CIF;;;;;;;;;;;;;;;;
"SP,970876,Venda Estoque,2/26/2016,3/1/2016,WC,GP6059BK,""6,350"",9.4512,28/35/42 DIAS LIQ,CIF";;;;;;;;;;;;;;;;
"SP,971911,Venda Estoque,2/29/2016,3/1/2016,WC,GP6059BK,""1,270"",9.4512,28 DIAS LIQUIDOS,FOB";;;;;;;;;;;;;;;;
"PR,971447,Venda Estoque,2/29/2016,3/2/2016,PELBD,2045.11G,""3,000"",6.5313,A VISTA,FOB";;;;;;;;;;;;;;;;
SP,972940,Venda Estoque,3/2/2016,3/2/2016,PELBD,2045G,75,7.9878,28 DIAS LIQUIDOS,FOB;;;;;;;;;;;;;;;;
RS,973204,Venda Estoque,3/2/2016,3/2/2016,PELBD,TG2085B,500,7.8085,21/28/35/42 DIAS,FOB;;;;;;;;;;;;;;;;
SP,973079,Venda Estoque,3/2/2016,3/2/2016,PELBD,TG2085B,550,8.2500,31/38/45 DIAS LIQ,CIF;;;;;;;;;;;;;;;;
SP,973084,Venda Estoque,3/2/2016,3/2/2016,PELBD,TG2085B,900,8.2500,29/36/43 DIAS LIQ,CIF;;;;;;;;;;;;;;;;
PR,972954,Venda Estoque,3/2/2016,3/2/2016,PELBD,5400G,250,7.7841,28 DIAS LIQUIDOS,FOB;;;;;;;;;;;;;;;;
SP,963932,Venda Estoque,2/18/2016,3/2/2016,ETP,A216 NAT,100,20.2500,30 DIAS LIQUIDOS,CIF;;;;;;;;;;;;;;;;
SP,972547,Venda Estoque,3/1/2016,3/2/2016,ETP,A216 V33 NAT,200,22.3000,28/35/42 DIAS LIQ,FOB;;;;;;;;;;;;;;;;
SP,972962,Venda Estoque,3/2/2016,3/2/2016,ETP,A718 PR21N,250,15.5200,28/35/42 DIAS LIQ,CIF;;;;;;;;;;;;;;;;
SP,973291,Venda Estoque,3/2/2016,3/2/2016,ETP,A718 PR21N,150,15.5200,28/35/42 DIAS LIQ,CIF;;;;;;;;;;;;;;;;
SP,972962,Venda Estoque,3/2/2016,3/2/2016,ETP,A718 V30 PR6,300,13.1100,28/35/42 DIAS LIQ,CIF;;;;;;;;;;;;;;;;
SP,973184,Venda Estoque,3/2/2016,3/2/2016,ETP,AVARIA ,280,4.1463,35 DIAS LIQUIDOS,CIF;;;;;;;;;;;;;;;;
SP,973194,Venda Estoque,3/2/2016,3/2/2016,ETP,AVARIA ,258,4.1463,35 DIAS LIQUIDOS,CIF;;;;;;;;;;;;;;;;
SP,973141,Venda Estoque,3/2/2016,3/2/2016,ETP,CEL M25 C,500,12.6500,28/35/42 DIAS LIQ,CIF;;;;;;;;;;;;;;;;
"SP,959178,Venda Triangular,2/5/2016,3/2/2016,ETP,CRISTAL 400,""1,000"",22.0000,28/35/42 DIAS LIQ,CIF";;;;;;;;;;;;;;;;
SP,972294,Venda Estoque,3/1/2016,3/2/2016,ETP,GP22 NR,100,10.1000,28 DIAS LIQUIDOS,FOB;;;;;;;;;;;;;;;;
PR,972279,Venda Estoque,3/1/2016,3/2/2016,ETP,GP35 NR,600,8.8000,A VISTA,FOB;;;;;;;;;;;;;;;;
SP,973231,Venda Triangular,3/2/2016,3/2/2016,ETP,GP35 NR,500,9.9634,28/35 DIAS LIQUID,CIF;;;;;;;;;;;;;;;;
SP,973216,Venda Estoque,3/2/2016,3/2/2016,ETP,GP35 NR,50,9.9600,28/35/42 DIAS LIQ,CIF;;;;;;;;;;;;;;;;
SP,973216,Venda Estoque,3/2/2016,3/2/2016,ETP,GP35 PR,350,10.8900,28/35/42 DIAS LIQ,CIF;;;;;;;;;;;;;;;;
SP,973298,Venda Estoque,3/2/2016,3/2/2016,ETP,GP35 PR,50,10.8900,35 DIAS LIQUIDOS,CIF;;;;;;;;;;;;;;;;
RS,973135,Venda Estoque,3/2/2016,3/2/2016,ETP,K222D,500,14.6190,A VISTA,CIF;;;;;;;;;;;;;;;;
RS,972963,Venda Estoque,3/2/2016,3/2/2016,ETP,K222D,500,14.6220,28/35/42 DIAS LIQ,CIF;;;;;;;;;;;;;;;;
"PR,973238,Venda Estoque,3/2/2016,3/2/2016,ETP,KP20 NAT,""1,000"",8.9200,28/35/42 DIAS LIQ,CIF";;;;;;;;;;;;;;;;
"SP,963071,Venda Estoque,2/17/2016,3/2/2016,ETP,KP20 NAT,""1,000"",9.4000,28/35/42 DIAS LIQ,CIF";;;;;;;;;;;;;;;;
SP,972951,Venda Estoque,3/2/2016,3/2/2016,ETP,KP20 NAT,700,9.3800,A VISTA,FOB;;;;;;;;;;;;;;;;
SP,972781,Venda Estoque,3/1/2016,3/2/2016,ETP,KP30 NAT IMP,500,8.0700,28/35/42 DIAS LIQ,FOB;;;;;;;;;;;;;;;;
SP,972626,Venda Estoque,3/1/2016,3/2/2016,ETP,KP30 NAT IMP,350,9.8400,28/35/42 DIAS LIQ,CIF;;;;;;;;;;;;;;;;
SP,973269,Venda Estoque,3/2/2016,3/2/2016,ETP,KP30 NAT IMP,75,9.9500,28 DIAS LIQUIDOS,CIF;;;;;;;;;;;;;;;;
"SP,973251,Venda Estoque,3/2/2016,3/2/2016,ETP,KP30 NAT IMP,""5,000"",9.4500,28/35/42 DIAS LIQ,CIF";;;;;;;;;;;;;;;;
"SP,969092,Venda Estoque,2/22/2016,3/2/2016,ETP,PC122U,""1,000"",15.3542,14/21/28 DIAS LIQ,FOB";;;;;;;;;;;;;;;;
PR,972767,Venda Estoque,3/1/2016,3/2/2016,ETP,PC122U,175,17.1300,21/28/35/42 DIAS,CIF;;;;;;;;;;;;;;;;
SP,963932,Venda Estoque,2/18/2016,3/2/2016,ETP,STAR A205F N,100,19.4500,30 DIAS LIQUIDOS,CIF;;;;;;;;;;;;;;;;
"SP,971740,Venda Estoque,2/29/2016,3/2/2016,ETP,STAR A205F N,""2,000"",19.4500,28/35/42 DIAS LIQ,CIF";;;;;;;;;;;;;;;;
"PR,973123,Venda Estoque,3/2/2016,3/2/2016,PEAD,35057L,""4,000"",6.7386,A VISTA,CIF";;;;;;;;;;;;;;;;
PR,972932,Venda Estoque,3/2/2016,3/2/2016,PEAD,35057L,600,7.2159,A VISTA,CIF;;;;;;;;;;;;;;;;
PR,972972,Venda Estoque,3/2/2016,3/2/2016,PEAD,35057L,550,7.0875,28 DIAS LIQUIDOS,FOB;;;;;;;;;;;;;;;;
PR,972973,Venda Estoque,3/2/2016,3/2/2016,PEAD,35057L,550,7.0875,29 DIAS LIQUIDOS,FOB;;;;;;;;;;;;;;;;
SC,972717,Venda Estoque,3/1/2016,3/2/2016,PEAD,35057L,650,6.3219,A VISTA,CIF;;;;;;;;;;;;;;;;
"PR,972720,Venda Estoque,3/1/2016,3/2/2016,PEAD,35060L,""13,500"",6.3750,35 DIAS LIQUIDOS,CIF";;;;;;;;;;;;;;;;
"PR,972635,Venda Estoque,3/1/2016,3/2/2016,PEAD,8262B,""24,000"",6.0417,A VISTA,CIF";;;;;;;;;;;;;;;;
SP,973306,Venda Estoque,3/2/2016,3/2/2016,PEAD,8262B,75,7.3800,28 DIAS LIQUIDOS,CIF;;;;;;;;;;;;;;;;
PR,973173,Venda Estoque,3/2/2016,3/2/2016,PEAD,DMDA6200,700,6.8750,38 DIAS LIQUIDOS,CIF;;;;;;;;;;;;;;;;
PR,972279,Venda Estoque,3/1/2016,3/2/2016,PEAD,HA7260,100,7.2614,A VISTA,FOB;;;;;;;;;;;;;;;;
"PR,972550,Venda Estoque,3/1/2016,3/2/2016,PEAD,IP10262,""1,375"",7.3300,28/35/42 DIAS LIQ,CIF";;;;;;;;;;;;;;;;
"SC,972717,Venda Estoque,3/1/2016,3/2/2016,PEBD,132G,""5,300"",6.7708,A VISTA,CIF";;;;;;;;;;;;;;;;
PR,972947,Venda Estoque,3/2/2016,3/2/2016,PEBD,132G,125,7.0313,A VISTA,FOB;;;;;;;;;;;;;;;;
"SP,972736,Venda Estoque,3/1/2016,3/2/2016,PEBD,132G,""5,500"",7.0313,28/35/42 DIAS LIQ,CIF";;;;;;;;;;;;;;;;
PR,972279,Venda Estoque,3/1/2016,3/2/2016,PEBD,132I,600,7.5900,A VISTA,FOB;;;;;;;;;;;;;;;;
PR,973166,Venda Estoque,3/2/2016,3/2/2016,PEBD,132I,550,7.4773,28/35 DIAS LIQUID,FOB;;;;;;;;;;;;;;;;
PR,973173,Venda Estoque,3/2/2016,3/2/2016,PEBD,132I,300,7.5568,38 DIAS LIQUIDOS,CIF;;;;;;;;;;;;;;;;
PR,972947,Venda Estoque,3/2/2016,3/2/2016,PEBD,132I,25,7.0313,A VISTA,FOB;;;;;;;;;;;;;;;;
PR,972837,Venda Estoque,3/1/2016,3/2/2016,PEBD,352E,700,7.6136,28/35/42 DIAS LIQ,CIF;;;;;;;;;;;;;;;;
"PR,973200,Venda Estoque,3/2/2016,3/2/2016,PEBD,352E,""1,375"",7.7386,21 DIAS LIQUIDOS,CIF";;;;;;;;;;;;;;;;
PR,973193,Venda Estoque,3/2/2016,3/2/2016,PEBD,352E,300,7.7386,28/35 DIAS LIQUID,CIF;;;;;;;;;;;;;;;;
PR,972769,Venda Estoque,3/1/2016,3/2/2016,PEBD,586A,300,7.6700,A VISTA,FOB;;;;;;;;;;;;;;;;
